system:index,BasinID,area,feature,year,.geo
6_2_0007000000000000371f,6080540560,7215960.061027496,waterArea,1991.0,
6_2_00070000000000003720,6080540660,7.439831346500245E7,waterArea,1991.0,
7_1_1_000000000000000026fe,1080982910,0.0,cl,1992.0,
7_1_1_00000000000000002704,1080977020,0.0,cl,1992.0,
7_1_1_0000000000000000270b,1081012470,0.0,cl,1992.0,
7_1_1_00020000000000002c8c,5080162350,2340.0,cl,1992.0,
7_1_1_000200000000000037d2,5080166880,5239.0,cl,1992.0,
7_1_1_000600000000000023f1,6080108730,69.0,cl,1992.0,
7_1_1_000700000000000035bb,6080546500,3087.2509803921566,cl,1992.0,
7_1_1_0007000000000000362a,6080552520,5161.835294117647,cl,1992.0,
7_1_1_0007000000000000362b,6080552360,1848.4,cl,1992.0,
7_1_1_00070000000000003659,6080548660,1159.8745098039217,cl,1992.0,
7_1_1_0007000000000000365a,6080548950,2257.3411764705884,cl,1992.0,
7_1_1_0007000000000000369f,6080549240,4934.870588235294,cl,1992.0,
7_1_1_000700000000000036a0,6080549470,6191.282352941176,cl,1992.0,
7_1_1_0007000000000000371f,6080540560,949.6235294117647,cl,1992.0,
7_1_1_00070000000000003720,6080540660,5335.498039215687,cl,1992.0,
7_1_2_000000000000000026fe,1080982910,0.0,rivArea,1992.0,
7_1_2_00000000000000002704,1080977020,0.0,rivArea,1992.0,
7_1_2_0000000000000000270b,1081012470,0.0,rivArea,1992.0,
7_1_2_00020000000000002c8c,5080162350,9850856.362347052,rivArea,1992.0,
7_1_2_000200000000000037d2,5080166880,1.669257641492178E7,rivArea,1992.0,
7_1_2_000600000000000023f1,6080108730,819517.9474487305,rivArea,1992.0,
7_1_2_000700000000000035bb,6080546500,5.034190942837728E7,rivArea,1992.0,
7_1_2_0007000000000000362a,6080552520,6.477679776892118E7,rivArea,1992.0,
7_1_2_0007000000000000362b,6080552360,2.0972685662034698E7,rivArea,1992.0,
7_1_2_00070000000000003659,6080548660,7756138.5148928175,rivArea,1992.0,
7_1_2_0007000000000000365a,6080548950,2.3824495382352702E7,rivArea,1992.0,
7_1_2_0007000000000000369f,6080549240,4.12769084602429E7,rivArea,1992.0,
7_1_2_000700000000000036a0,6080549470,3.7596933930443615E7,rivArea,1992.0,
7_1_2_0007000000000000371f,6080540560,5258008.597248152,rivArea,1992.0,
7_1_2_00070000000000003720,6080540660,6.369955351502973E7,rivArea,1992.0,
7_2_000000000000000026fe,1080982910,0.0,waterArea,1992.0,
7_2_00000000000000002704,1080977020,0.0,waterArea,1992.0,
7_2_0000000000000000270b,1081012470,0.0,waterArea,1992.0,
7_2_00020000000000002c8c,5080162350,9936654.898724006,waterArea,1992.0,
7_2_000200000000000037d2,5080166880,1.891368424127676E7,waterArea,1992.0,
7_2_000600000000000023f1,6080108730,1047365.4866333008,waterArea,1992.0,
7_2_000700000000000035bb,6080546500,6.0977610071155265E7,waterArea,1992.0,
7_2_0007000000000000362a,6080552520,6.970153475140409E7,waterArea,1992.0,
7_2_0007000000000000362b,6080552360,2.7756432918182477E7,waterArea,1992.0,
7_2_00070000000000003659,6080548660,8978854.61602807,waterArea,1992.0,
7_2_0007000000000000365a,6080548950,2.9525997270536296E7,waterArea,1992.0,
7_2_0007000000000000369f,6080549240,4.9158360509681374E7,waterArea,1992.0,
7_2_000700000000000036a0,6080549470,3.906026934957203E7,waterArea,1992.0,
7_2_0007000000000000371f,6080540560,5570095.949441828,waterArea,1992.0,
7_2_00070000000000003720,6080540660,6.774402046051025E7,waterArea,1992.0,
8_1_1_000000000000000026fe,1080982910,0.0,cl,1993.0,
8_1_1_00000000000000002704,1080977020,0.0,cl,1993.0,
8_1_1_0000000000000000270b,1081012470,0.0,cl,1993.0,
8_1_1_00020000000000002c8c,5080162350,0.0,cl,1993.0,
8_1_1_000200000000000037d2,5080166880,0.0,cl,1993.0,
8_1_1_000600000000000023f1,6080108730,0.0,cl,1993.0,
8_1_1_000700000000000035bb,6080546500,3137.2509803921566,cl,1993.0,
8_1_1_0007000000000000362a,6080552520,5482.678431372549,cl,1993.0,
8_1_1_0007000000000000362b,6080552360,1889.5686274509803,cl,1993.0,
8_1_1_00070000000000003659,6080548660,1717.858823529412,cl,1993.0,
8_1_1_0007000000000000365a,6080548950,2322.9058823529413,cl,1993.0,
8_1_1_0007000000000000369f,6080549240,4200.917647058824,cl,1993.0,
